no,kode_skpd,nama_skpd,komisi,kode_kegiatan,nama_kegiatan,pagu,tambah,kurang,hasil_pembahasan,hasil_pemprov_version,delta = hasil_pembahasan - hasil_pemprov_version,flag,kegiatan_versi_pemprov_yang_namanya_mirip,% kemiripan,hasil_pemprov_version_yang_mirip,delta = hasil_pemprov_version_yang_mirip - hasil_pemprov_version
8809,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.10.024.029,Pemeliharaan Jalur Hijau di Kecamatan Kebayoran Baru Jakarta Selatan,"1,325,000,000",0,0,"1,325,000,000","1,304,736,000","20,264,000",Perfect match,,,,
8810,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.10.024.030,Pemeliharaan Jalur Hijau di Kecamatan Pasar Minggu Jakarta Selatan,"400,000,000",0,0,"400,000,000","397,536,000","2,464,000",Perfect match,,,,
8811,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.10.024.031,Pemeliharaan Jalur Hijau di Kecamatan Cilandak Jakarta Selatan,"400,000,000",0,0,"400,000,000","397,536,000","2,464,000",Perfect match,,,,
8812,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.10.024.032,Pemeliharaan Jalur Hijau di Kecamatan Pancoran Jakarta Selatan,"300,000,000",0,0,"300,000,000","294,968,000","5,032,000",Perfect match,,,,
8813,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.10.024.033,Pemeliharaan Taman di Kecamatan Pancoran Jakarta Selatan,"300,000,000",0,0,"300,000,000","298,136,000","1,864,000",Perfect match,,,,
8814,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.10.024.034,Pemeliharaan Jalur Hijau di Kecamatan Jagakarsa Jakarta Selatan,"600,000,000",0,0,"600,000,000","595,104,000","4,896,000",Perfect match,,,,
8815,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.10.024.035,Pemeliharaan Taman di Kecamatan Jagakarsa Jakarta Selatan,"400,000,000",0,0,"400,000,000","399,936,000","64,000",Perfect match,,,,
8816,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.10.024.036,Pemeliharaan Taman di Kecamatan Setiabudi Jakarta Selatan,"480,000,000",0,0,"480,000,000","467,904,000","12,096,000",Perfect match,,,,
8817,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.10.024.037,Pemeliharaan Jalur Hijau di Kecamatan Setiabudi Jakarta Selatan,"600,000,000",0,0,"600,000,000","595,104,000","4,896,000",Perfect match,,,,
8818,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.10.024.038,Pemeliharaan Taman di Kecamatan Tebet Jakarta Selatan,"500,000,000",0,0,"500,000,000","497,904,000","2,096,000",Perfect match,,,,
8819,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.10.024.039,Pemeliharaan Jalur Hijau Kecamatan Tebet Jakarta Selatan,"600,000,000",0,0,"600,000,000","595,104,000","4,896,000",Perfect match,,,,
8820,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.10.024.040,Pemeliharaan Taman di Kecamatan Kebayoran Lama Jakarta Selatan,"600,000,000",0,0,"600,000,000","595,104,000","4,896,000",Perfect match,,,,
8821,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.10.024.041,Pemeliharaan Jalur Hijau di Kecamatan Kebayoran Lama  Jakarta Selatan,"1,750,000,000",0,0,"1,750,000,000","1,729,104,000","20,896,000",Matched by kode kegiatan,,,,
8822,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.10.024.042,Pemeliharaan Taman di Kecamatan Mampang Prapatan Jakarta Selatan,"300,000,000",0,0,"300,000,000","297,168,000","2,832,000",Perfect match,,,,
8823,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.10.024.043,Pemeliharaan Jalur Hijau di Kecamatan Mampang Prapatan Jakarta Selatan,"300,000,000",0,0,"300,000,000","297,168,000","2,832,000",Perfect match,,,,
8824,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.10.024.044,Pemeliharaan Jalur Hijau di Kecamatan Pesanggrahan Jakarta Selatan,"300,000,000",0,0,"300,000,000","297,168,000","2,832,000",Perfect match,,,,
8825,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.10.024.045,Pemeliharaan Taman di Kecamatan Pasar Minggu Jakarta Selatan,"1,000,000,000",0,0,"1,000,000,000","983,904,000","16,096,000",Perfect match,,,,
8826,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.10.024.046,Pemeliharaan Taman di Kecamatan Cilandak  Jakarta Selatan,"600,000,000",0,0,"600,000,000","595,104,000","4,896,000",Matched by kode kegiatan,,,,
8827,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.10.024.047,Penopingan pohon TPU Tanah Kusir Kebayoran Lama Selatan,"148,000,000",0,0,"148,000,000","147,973,121","26,879",Matched by kode kegiatan,,,,
8828,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.10.024.048,Penopingan pohon TPU Tanah Kusir Kebayoran Lama Utara,"99,000,000",0,0,"99,000,000","98,988,546","11,454",Matched by kode kegiatan,,,,
8829,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.10.024.049,Penopingan pohon TPU Jeruk Purut,"99,000,000",0,0,"99,000,000","98,801,134","198,866",Matched by kode kegiatan,,,,
8830,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.10.024.050,Penopingan pohon TPU Kampung Kandang,"99,000,000",0,0,"99,000,000","98,877,852","122,148",Matched by kode kegiatan,,,,
8831,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.10.024.051,Penopingan pohon TPU Tanjung Barat,"99,000,000",0,0,"99,000,000","98,933,136","66,864",Matched by kode kegiatan,,,,
8832,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.10.024.052,Penopingan pohon TPU Menteng Pulo Setiabudi,"99,000,000",0,0,"99,000,000","98,840,098","159,902",Matched by kode kegiatan,,,,
8833,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.10.024.053,Penopingan pohon TPU Menteng Pulo Tebet,"99,000,000",0,0,"99,000,000","98,838,360","161,640",Matched by kode kegiatan,,,,
8834,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.10.024.054,Penopingan pohon TPU Pejaten Barat,"36,000,000",0,0,"36,000,000","35,921,353","78,647",Matched by kode kegiatan,,,,
8835,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.11.024.001,Penopingan pohon TPU Srengseng Sawah,"99,000,000",0,0,"99,000,000","98,720,393","279,607",Matched by kode kegiatan,,,,
8836,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.001,Pelayanan Pemakaman Masyarakat Jakarta Selatan,"8,061,000,000",0,0,"8,061,000,000","8,059,524,000","1,476,000",Matched by kode kegiatan,,,,
8837,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.002,Pengamanan TPU - TPU Areal I,"400,000,000",0,0,"400,000,000","399,912,000","88,000",Matched by kode kegiatan,,,,
8838,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.003,Pengamanan TPU - TPU Areal II,"500,000,000",0,0,"500,000,000","499,992,000","8,000",Matched by kode kegiatan,,,,
8839,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.004,Pembuatan turap batu kali TPU Kampung Kandang,"400,000,000",0,0,"400,000,000","399,994,063","5,937",Matched by kode kegiatan,,,,
8840,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.005,Plaketisasi TPU-TPU Areal I,"100,000,000",0,0,"100,000,000","99,937,451","62,549",Matched by kode kegiatan,,,,
8841,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.006,Plaketisasi TPU-TPU Areal II,"100,000,000",0,0,"100,000,000","99,231,451","768,549",Matched by kode kegiatan,,,,
8842,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.007,Perbaikan Sarana dan Prasarana TPU Srengseng Sawah,"293,000,000",0,0,"293,000,000","292,843,349","156,651",Matched by kode kegiatan,,,,
8843,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.008,Perbaikan Sarana dan Prasarana TPU Tanah Kusir Kebayoran Lama Selatan,"1,570,000,000",0,0,"1,570,000,000","1,569,402,978","597,022",Matched by kode kegiatan,,,,
8844,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.009,Perbaikan jalan konblok TPU Tanah Kusir Kebayoran Lama Utara,"399,000,000",0,0,"399,000,000","398,847,282","152,718",Matched by kode kegiatan,,,,
8845,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.010,Perbaikan Sarana dan Prasarana TPU Jeruk Purut,"756,000,000",0,0,"756,000,000","755,948,195","51,805",Matched by kode kegiatan,,,,
8846,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.011,Perbaikan kantor TPU Jeruk Purut,"391,000,000",0,0,"391,000,000","390,905,371","94,629",Matched by kode kegiatan,,,,
8847,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.012,Perbaikan Sarana dan Prasarana TPU Kampung Kandang,"391,000,000",0,0,"391,000,000","390,721,294","278,706",Matched by kode kegiatan,,,,
8848,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.013,Perbaikan kantor TPU Kampung Kandang,"391,000,000",0,0,"391,000,000","390,263,955","736,045",Matched by kode kegiatan,,,,
8849,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.014,Perbaikan Sarana dan Prasana TPU Kampung Kongsi,"605,000,000",0,0,"605,000,000","604,839,255","160,745",Matched by kode kegiatan,,,,
8850,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.015,Perbaikan kantor TPU Kampung Kongsi,"303,000,000",0,0,"303,000,000","302,733,007","266,993",Matched by kode kegiatan,,,,
8851,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.016,Perbaikan Sarana dan Prasarana TPU Tanjung Barat,"699,000,000",0,0,"699,000,000","698,332,655","667,345",Matched by kode kegiatan,,,,
8852,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.017,Perbaikan kantor TPU Tanjung Barat,"390,000,000",0,0,"390,000,000","389,942,827","57,173",Matched by kode kegiatan,,,,
8853,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.018,Perbaikan jalan cor beton TPU Menteng Pulo Setiabudi,"319,000,000",0,0,"319,000,000","318,064,240","935,760",Matched by kode kegiatan,,,,
8854,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.019,Perbaikan kantor TPU Menteng Pulo Setiabudi,"391,000,000",0,0,"391,000,000","390,886,304","113,696",Matched by kode kegiatan,,,,
8855,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.020,Perbaikan Sarana dan Prasarana TPU Menteng Pulo Setiabudi Unit Budha,"390,000,000",0,0,"390,000,000","389,927,059","72,941",Matched by kode kegiatan,,,,
8856,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.021,Perbaikan Sarana dan Prasarana TPU Menteng Pulo Tebet,"727,000,000",0,0,"727,000,000","726,984,396","15,604",Matched by kode kegiatan,,,,
8857,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.022,Perbaikan kantor TPU Menteng Pulo Tebet,"391,000,000",0,0,"391,000,000","390,897,028","102,972",Matched by kode kegiatan,,,,
8858,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.023,Perbaikan Sarana dan Prasarana TPU Cikoko,"327,000,000",0,0,"327,000,000","326,933,161","66,839",Matched by kode kegiatan,,,,
8859,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.024,Perbaikan kantor TPU Cidodol,"194,000,000",0,0,"194,000,000","193,968,019","31,981",Matched by kode kegiatan,,,,
8860,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.025,Pembangunan Sarana dan Prasarana TPU Jeruk Purut,"1,299,000,000",0,0,"1,299,000,000","1,298,988,579","11,421",Matched by kode kegiatan,,,,
8861,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.026,Pengadaan Sarana Prasarana Pemakaman Jakarta Selatan,"780,000,000",0,0,"780,000,000","776,775,205","3,224,795",Matched by kode kegiatan,,,,
8862,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.027,"Pembinaan, Pengembangan dan Pengawasan TPU Jakarta Selatan","200,000,000",0,0,"200,000,000","199,701,715","298,285",Matched by kode kegiatan,,,,
8863,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.028,Pemeliharaan Sarana Prasarana Pemakaman Jakarta Selatan,"2,857,000,000",0,0,"2,857,000,000","2,856,768,000","232,000",Matched by kode kegiatan,,,,
8864,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.029,Pemeliharaan Tenda,0,0,0,0,,0,Not found in Pemprov version based on kode & nama kegiatan,pemeliharaan taman,0.6,"49,843,052","-49,843,052"
8865,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.030,Pemeliharaan Sarana dan Prasarana TPU Tanah Kusir Kebayoran Lama Utara,0,0,0,0,,0,Not found in Pemprov version based on kode & nama kegiatan,perbaikan sarana dan prasarana tpu tanah kusir kebayoran lama selatan,0.7662337662337663,"1,569,402,978","-1,569,402,978"
8866,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.031,Pemeliharaan Sarana dan Prasarana TPU Tanah Kusir Kebayoran Lama Selatan,0,0,0,0,,0,Not found in Pemprov version based on kode & nama kegiatan,perbaikan sarana dan prasarana tpu tanah kusir kebayoran lama selatan,0.8227848101265823,"1,569,402,978","-1,569,402,978"
8867,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.032,Pemeliharaan Sarana dan Prasarana TPU Menteng Pulo Setiabudi,0,0,0,0,,0,Not found in Pemprov version based on kode & nama kegiatan,perbaikan sarana dan prasarana tpu menteng pulo setiabudi unit budha,0.7352941176470589,"389,927,059","-389,927,059"
8868,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.033,Pemeliharaan Sarana dan Prasarana TPU Menteng Pulo Tebet,0,0,0,0,,0,Not found in Pemprov version based on kode & nama kegiatan,perbaikan sarana dan prasarana tpu menteng pulo tebet,0.7777777777777778,"726,984,396","-726,984,396"
8869,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.034,Pemeliharaan Sarana dan Prasarana TPU Kampung Kandang,0,0,0,0,,0,Not found in Pemprov version based on kode & nama kegiatan,perbaikan sarana dan prasarana tpu kampung kandang,0.7666666666666667,"390,721,294","-390,721,294"
8870,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.035,Pemeliharaan Sarana dan Prasarana TPU Jeruk Purut,0,0,0,0,,0,Not found in Pemprov version based on kode & nama kegiatan,pemeliharaan sarana dan prasarana tpu kepa duri,0.75,"174,732,000","-174,732,000"
8871,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.036,Pemeliharaan Sarana dan Prasarana TPU Srengseng Sawah,0,0,0,0,,0,Not found in Pemprov version based on kode & nama kegiatan,perbaikan sarana dan prasarana tpu srengseng sawah,0.7666666666666667,"292,843,349","-292,843,349"
8872,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.037,Pemeliharaan Sarana dan Prasarana TPU Tanjung Barat,0,0,0,0,,0,Not found in Pemprov version based on kode & nama kegiatan,perbaikan sarana dan prasarana tpu tanjung barat,0.7586206896551724,"698,332,655","-698,332,655"
8873,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.038,Pemeliharaan Sarana dan Prasarana TPU Pasar Minggu,0,0,0,0,,0,Not found in Pemprov version based on kode & nama kegiatan,pemeliharaan sarana dan prasarana tpu sukabumi selatan,0.7192982456140351,"115,062,000","-115,062,000"
8874,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.039,Pemeliharaan Sarana dan Prasarana TPU Cidodol,0,0,0,0,,0,Not found in Pemprov version based on kode & nama kegiatan,pemeliharaan sarana dan prasarana tpu joglo,0.7692307692307693,"440,562,000","-440,562,000"
8875,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.040,Pemeliharaan Sarana dan Prasarana TPU Grogol Selatan,0,0,0,0,,0,Not found in Pemprov version based on kode & nama kegiatan,pemeliharaan sarana dan prasarana tpu grogol kemanggisan,0.8135593220338984,"127,140,000","-127,140,000"
8876,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.041,Pemeliharaan Sarana dan Prasarana TPU Kebagusan,0,0,0,0,,0,Not found in Pemprov version based on kode & nama kegiatan,pemeliharaan sarana dan prasarana tpu semanan,0.7777777777777778,"115,062,000","-115,062,000"
8877,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.042,Pemeliharaan sarana dan Prasarana TPU Jagakarsa,0,0,0,0,,0,Not found in Pemprov version based on kode & nama kegiatan,pemeliharaan sarana dan prasarana tpu joglo,0.7407407407407407,"440,562,000","-440,562,000"
8878,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.043,Pemeliharaan Sarana dan Prasarana TPU Pisangan,0,0,0,0,,0,Not found in Pemprov version based on kode & nama kegiatan,pemeliharaan sarana dan prasarana tpu semanan,0.7924528301886793,"115,062,000","-115,062,000"
8879,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.044,Pemeliharaan Sarana dan Prasarana TPU Pejaten Timur,0,0,0,0,,0,Not found in Pemprov version based on kode & nama kegiatan,pemeliharaan sarana dan prasarana tpu kepa duri,0.7413793103448276,"174,732,000","-174,732,000"
8880,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.045,Pemeliharaan Sarana dan Prasarana TPU Pejaten Barat,0,0,0,0,,0,Not found in Pemprov version based on kode & nama kegiatan,pemeliharaan sarana dan prasarana tpu utan jati,0.7413793103448276,"127,140,000","-127,140,000"
8881,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.046,Pemeliharaan Sarana dan Prasarana TPU Cikoko,0,0,0,0,,0,Not found in Pemprov version based on kode & nama kegiatan,pemeliharaan sarana dan prasarana tpu joglo,0.7647058823529411,"440,562,000","-440,562,000"
8882,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.047,Pemeliharaan Sarana dan Prasarana TPU Wijaya,0,0,0,0,,0,Not found in Pemprov version based on kode & nama kegiatan,pemeliharaan sarana dan prasarana tpu rawa kopi,0.7843137254901961,"124,998,000","-124,998,000"
8883,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.13.024.048,Pelimpahan Kewenangan dari Dinas Pertamanan dan Pemakaman,"8,718,000,000",0,0,"8,718,000,000","8,717,784,000","216,000",Matched by kode kegiatan,,,,
8884,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.14.024.001,Pemutakhiran Data Kecamatan Kebayoran Baru,"50,000,000",0,0,"50,000,000","49,727,700","272,300",Perfect match,,,,
8885,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.14.024.002,Pemutakhiran Data Kecamatan Kebayoran Lama,"50,000,000",0,0,"50,000,000","49,727,700","272,300",Perfect match,,,,
8886,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.14.024.003,Pemutakhiran Data Kecamatan Cilandak,"50,000,000",0,0,"50,000,000","49,727,700","272,300",Perfect match,,,,
8887,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.14.024.004,Pemutakhiran Data Kecamatan Pesanggrahan,"50,000,000",0,0,"50,000,000","49,727,700","272,300",Perfect match,,,,
8888,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.14.024.005,Pemutakhiran Data Kecamatan Pancoran,"50,000,000",0,0,"50,000,000","49,727,700","272,300",Perfect match,,,,
8889,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.14.024.006,Pemutakhiran Data Kecamatan Pasar Minggu,"50,000,000",0,0,"50,000,000","49,727,700","272,300",Perfect match,,,,
8890,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.14.024.007,Pemutakhiran Data Kecamatan Mampang Prapatan,"50,000,000",0,0,"50,000,000","49,727,700","272,300",Perfect match,,,,
8891,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.14.024.008,Pemutakhiran Data Kecamatan Setiabudi,"50,000,000",0,0,"50,000,000","49,727,700","272,300",Perfect match,,,,
8892,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.14.024.009,Pemutakhiran Data Kecamatan Tebet,"50,000,000",0,0,"50,000,000","49,727,700","272,300",Perfect match,,,,
8893,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.14.024.010,Pemutakhiran Data Kecamatan Jagakarsa,"50,000,000",0,0,"50,000,000","49,727,700","272,300",Perfect match,,,,
8894,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.14.024.011,Penyelenggaraan Operasional Kantor Sudin Pertamanan dan Pemakaman Jakarta Selatan,"1,360,000,000",0,0,"1,360,000,000","1,357,470,820","2,529,180",Perfect match,,,,
8895,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.14.024.012,Penyediaan TALI dan IPAL (12 Bulan),"272,000,000",0,0,"272,000,000","271,915,019","84,981",Perfect match,,,,
8896,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.14.024.013,Pengadaan Tanaman Hias,"200,000,000",0,0,"200,000,000","199,980,400","19,600",Perfect match,,,,
8897,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.14.024.014,Pengadaan pupuk dan obat-obatan tanaman,"100,000,000",0,0,"100,000,000","99,975,590","24,410",Perfect match,,,,
8898,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.14.024.015,Pengadaan Suku Cadang Mesin Potong Pohon & Rumput,"50,000,000",0,0,"50,000,000","49,797,550","202,450",Perfect match,,,,
8899,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.14.024.016,Pengadaan Mesin Potong Pohon (chainsaw + polesaw),"200,000,000",0,0,"200,000,000","190,205,163","9,794,837",Perfect match,,,,
8900,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.14.024.017,Pengadaan Mesin Potong Rumput,"200,000,000",0,0,"200,000,000","198,809,600","1,190,400",Perfect match,,,,
8901,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.14.024.018,Pengadaan Perlengkapan Kerja Taman dan Jalur,"200,000,000",0,0,"200,000,000","199,855,480","144,520",Perfect match,,,,
8902,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.14.024.019,Pengadaan kendaraan bermotor beroda 3,"200,000,000",0,0,"200,000,000","200,000,000",0,Perfect match,,,,
8903,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,1.08.16.024.001,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,"5,510,000,000",0,0,"5,510,000,000","5,509,999,588",412,Perfect match,,,,
8904,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,,Rehab Taman Lingkungan Komplek DKI Kel. Cipedak Jakarta Selatan,0,"200,000,000",0,"200,000,000",,"200,000,000",Not found in Pemprov version based on kode & nama kegiatan,pengelolaan lingkungan hidup masyarakat jakarta selatan,0.5396825396825397,"1,497,264,550","-1,297,264,550"
8905,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,,Pembebasan Lahan RTH di Jakarta Selatan,0,"48,250,000,000",0,"48,250,000,000",,"48,250,000,000",Not found in Pemprov version based on kode & nama kegiatan,pembebasan lahan untuk hutan kota di jakarta selatan,0.7307692307692307,"7,924,370,000","40,325,630,000"
8906,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,,"Pembebasan Lahan untuk RTH di Jl. Asakinah Kel. Kebagusan, Kec. Pasar Minggu Jakarta Selatan",0,0,0,0,,0,Not found in Pemprov version based on kode & nama kegiatan,pembebasan lahan untuk rth di komplek bea cukai rw. 07 kel. sukapura kec. cilincing jakarta utara,0.5876288659793815,"2,664,480,000","-2,664,480,000"
8907,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,,Pembebasan Lahan untuk RTH Jl. Kemang Timur V Kel Duren Tiga Kec. Pancoran Jakarta Selatan (lanjutan),0,0,0,0,,0,Not found in Pemprov version based on kode & nama kegiatan,pembebasan lahan untuk pengembangan sarana dan prasarana kebudayaan betawi (lanjutan),0.504950495049505,"20,000,000,000","-20,000,000,000"
8908,1.08.024,Sudin Pertamanan dan Pemakaman - JAKSEL,D,,"Pembebasan Tanah  di Gg. Rukun Kel. Jagakarsa Kec. Jagakarsa, Jakarta Selatan",0,0,0,0,,0,Not found in Pemprov version based on kode & nama kegiatan,pemeliharaan taman di kecamatan jagakarsa jakarta selatan,0.5584415584415584,"399,936,000","-399,936,000"
8909,1.08.025,Sudin Pertamanan dan Pemakaman - JAKTIM,D,1.08.01.025.008,"Peningkatan Taman Jl. Pondok Kopi, Kec. Duren Sawit",0,0,0,0,,0,Not found in Pemprov version based on kode & nama kegiatan,"peningkatan taman ikip, rw.014, kec. duren sawit",0.7254901960784313,"837,364,511","-837,364,511"
8910,1.08.025,Sudin Pertamanan dan Pemakaman - JAKTIM,D,1.08.01.025.009,Peningkatan Taman Rawamangun Muka Barat,0,0,0,0,,0,Not found in Pemprov version based on kode & nama kegiatan,peningkatan taman rawa badak utara,0.6923076923076923,"2,999,669,456","-2,999,669,456"
8911,1.08.025,Sudin Pertamanan dan Pemakaman - JAKTIM,D,1.08.01.025.010,Peningkatan Taman Jalan Delima 5 Kel. Malaka Sari,0,0,0,0,,0,Not found in Pemprov version based on kode & nama kegiatan,peningkatan taman jaya kusuma kec. makasar,0.7346938775510204,"1,669,268,341","-1,669,268,341"
8912,1.08.025,Sudin Pertamanan dan Pemakaman - JAKTIM,D,1.08.01.025.011,Peningkatan Taman Blok G3 RW. 08 Kel. Pondok Kopi,0,0,0,0,,0,Not found in Pemprov version based on kode & nama kegiatan,peningkatan taman bok a dan c rw.08 kel. kebon jeruk,0.6346153846153846,"197,716,726","-197,716,726"
8913,1.08.025,Sudin Pertamanan dan Pemakaman - JAKTIM,D,1.08.01.025.012,Peningkatan Taman Blok G4 RW. 08 Kel. Pondok Kopi,0,0,0,0,,0,Not found in Pemprov version based on kode & nama kegiatan,peningkatan taman bok a dan c rw.08 kel. kebon jeruk,0.6346153846153846,"197,716,726","-197,716,726"
